00:02.154  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:07.354  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:07.873  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:08.378  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:08.891  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:09.374  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:09.836  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:10.316  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:10.757  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:11.244  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:11.680  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:12.189  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:12.603  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:13.118  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:13.564  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:14.087  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:14.581  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:15.110  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:15.604  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:16.081  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:16.582  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:17.009  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:17.486  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:17.919  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:18.399  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:18.830  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:19.302  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:19.738  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:20.240  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:20.673  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:21.165  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:21.574  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:22.067  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:23.004  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:23.489  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:24.015  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:24.487  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:24.958  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:25.458  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:25.887  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:26.370  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:26.818  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:27.288  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:27.713  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:28.185  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:28.625  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:29.095  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:29.552  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:30.081  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:30.502  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:31.008  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:31.447  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:31.957  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:32.442  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:32.935  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:33.422  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:33.895  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:34.386  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:34.829  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:35.305  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:35.727  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:36.197  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:36.625  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:37.098  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:37.543  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:38.017  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:38.454  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:38.917  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:39.348  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:39.838  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:40.250  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:40.741  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:41.146  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:41.628  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:42.057  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:42.564  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:43.033  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:43.539  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:44.004  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:44.500  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:44.993  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:45.437  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:45.909  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:46.340  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:46.840  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:47.264  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:47.750  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:48.180  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:48.699  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:49.120  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:49.617  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:50.050  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:50.556  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:50.981  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:51.490  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:51.917  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:52.434  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:52.899  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:53.917  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:54.400  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:54.920  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:55.352  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:55.859  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:56.294  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:56.784  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:57.216  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:57.738  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:58.199  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:58.733  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:59.235  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:18:59.749  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:00.229  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:00.691  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:01.188  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:01.620  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:02.089  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:02.514  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:03.013  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:03.430  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:03.892  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:04.320  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:04.810  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:05.240  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:05.714  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:06.145  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:06.656  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:07.073  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:07.573  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:07.982  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:08.463  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:08.877  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:09.337  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:09.755  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:10.212  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:10.630  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:11.226  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:11.756  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:12.303  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:12.819  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:13.268  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:13.775  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:14.194  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:14.692  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:15.124  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:15.645  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:16.178  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:16.729  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:17.227  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:17.694  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:18.195  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:18.620  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:19.116  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:19.539  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:20.035  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:20.470  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:20.980  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:21.457  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:21.969  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:22.483  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:22.947  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:23.858  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:24.363  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:24.790  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:25.266  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:25.692  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:26.164  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:26.598  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:27.079  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:27.510  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:27.993  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:28.424  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:28.898  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:29.336  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:29.820  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:30.257  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:30.736  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:31.163  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:31.662  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:32.085  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:32.574  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:33.006  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:33.503  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:34.022  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:34.531  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:35.010  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:35.529  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:36.011  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:36.497  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:36.995  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:37.450  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:37.937  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:38.379  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:38.852  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:39.274  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:39.748  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:40.170  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:40.637  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:41.060  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:41.527  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:41.952  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:42.424  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:42.839  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:43.309  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:43.738  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:44.213  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:44.637  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:45.120  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:45.551  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:46.053  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:46.475  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:46.975  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:47.446  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:47.986  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:48.468  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:48.969  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:49.465  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:49.900  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:50.382  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:50.804  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:51.289  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:51.713  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:52.181  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:52.609  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:53.082  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:53.510  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:54.386  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:54.863  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:55.298  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:55.770  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:56.199  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:56.679  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:57.119  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:57.588  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:58.046  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:58.575  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:59.000  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:59.516  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:19:59.965  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:00.483  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:00.989  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:01.513  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:02.027  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:02.476  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:02.956  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:03.391  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:03.894  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:04.319  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:04.791  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:05.220  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:05.701  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:06.134  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:06.602  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:07.045  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:07.526  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:07.972  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:08.486  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:08.905  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:09.405  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:09.824  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:10.318  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:10.743  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:11.213  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:11.649  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:12.120  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:12.552  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:13.012  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:13.445  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:13.917  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:14.351  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:14.820  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:15.252  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:15.725  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:16.165  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:16.638  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:17.064  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:17.542  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:17.969  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:18.438  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:18.869  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:19.334  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:19.766  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:20.232  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:20.665  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:21.133  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:21.572  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:22.037  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:22.472  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:22.939  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:23.367  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:23.845  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:24.269  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:24.737  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:25.169  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:25.657  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:26.080  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:26.963  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:27.430  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:27.869  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:28.332  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:28.777  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:29.255  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:29.692  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:30.180  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:30.624  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:31.094  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:31.515  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:31.987  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:32.416  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:32.882  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:33.317  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:33.793  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:34.221  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:34.698  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:35.128  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:35.603  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:36.036  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:36.516  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:36.944  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:37.447  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:37.890  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:38.396  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:38.816  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:39.316  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:39.745  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:40.251  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:40.698  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:41.200  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:41.675  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:42.169  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:42.641  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:43.088  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:43.554  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
01:20:43.986  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
